hgnc_symbol	OrganelleDB.Score	Compartments.Score	CSPA.Score	LOCATE_score	LocDB.Score	GO.Score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
5830	RPN1	0	0	1	0	0	0	0	0	no	1
5831	RPN2	0	0	1	1	0	0	0	0	no	1
5832	RPS15A	0	0	1	0	0	0	0	0	no	0
5833	RPS23	0	0	1	0	0	0	0	0	no	1
5834	SLC22A23	0	0	1	1	0	1	0	0	no	1
5835	GALNT11	0	0	1	0	0	0	0	0	no	0
5836	SEL1L	0	0	1	0	0	0	0	0	no	0
5837	TOR3A	0	0	1	0	0	0	0	0	no	0
5838	SRSF3	0	0	1	0	0	0	0	0	no	1
5839	SIL1	0	0	1	0	0	0	0	0	no	0
5840	GALNT17	0	0	1	0	0	0	0	0	no	1
5841	TMEM200C	0	0	1	1	0	0	0	0	no	1
5842	SNRPD2	0	0	1	0	0	0	0	0	no	1
5843	SSR1	0	0	1	0	1	0	0	0	no	1
5844	SSR2	0	0	1	0	1	0	0	0	no	0
5845	HSPA13	0	0	1	0	0	0	0	0	no	0
5846	ELOVL4	0	0	1	1	0	0	0	0	no	0
5847	THBS2	0	0	1	0	0	0	0	1	YES	0
5848	THBS3	0	0	1	0	0	0	0	0	no	1
5849	TPI1	0	0	1	0	0	0	0	0	no	1
5850	TPTE	0	0	1	1	1	0	0	0	no	1
5851	TUBA4A	0	0	1	0	0	0	0	0	no	1
5852	SPANXB1	0	0	1	0	0	0	0	0	no	1
5853	UBA1	0	0	1	1	0	0	0	0	no	1
5854	UQCRC2	0	0	1	0	0	0	0	0	no	1
5855	VDAC2	0	0	1	0	0	0	0	0	no	1
5856	PTTG1IP	0	0	1	1	0	0	0	0	no	1
5857	TMEM106C	0	0	1	1	0	0	0	0	no	0
5858	ST8SIA4	0	0	1	0	0	0	0	0	no	1
5859	ATG9A	0	0	1	1	0	0	0	0	no	1
5860	ELOVL6	0	0	1	0	0	0	0	0	no	0
5861	GNPTAB	0	0	1	0	0	0	0	0	no	1
5862	COLGALT1	0	0	1	0	0	0	0	0	no	1
5863	TMC7	0	0	1	0	0	0	0	0	no	1
5864	ERMP1	0	0	1	1	0	0	0	0	no	1
5865	TMEM156	0	0	1	1	0	0	0	0	no	0
5866	PGAP1	0	0	1	1	0	0	0	0	no	0
5867	EDEM3	0	0	1	1	0	0	0	0	no	1
5868	ACTN4	0	0	1	0	0	0	0	0	no	1
5869	CLPTM1L	0	0	1	0	0	0	0	0	no	1
5870	ITFG1	0	0	1	0	0	0	0	0	no	1
5871	GDPD5	0	0	1	0	0	0	0	0	no	1
5872	LMAN2L	0	0	1	0	0	0	0	0	no	0
5873	CANX	0	0	1	1	0	0	0	0	no	1
5874	EPX	0	0	1	0	0	0	0	0	no	0
5875	GLT8D2	0	0	1	0	0	0	0	0	no	1
5876	CASP7	0	0	1	0	0	0	0	0	no	0
5877	TAGLN2	0	0	1	0	0	0	0	0	no	1
5878	POMK	0	0	1	0	0	0	0	0	no	1
5879	TUBB6	0	0	1	0	0	0	0	0	no	0
5880	RERG	0	0	1	0	0	0	0	0	no	0
5881	AGPS	0	0	1	0	0	0	0	0	no	1
5882	B4GALT3	0	0	1	0	0	0	0	0	no	1
5883	SERPINH1	0	0	1	1	0	0	0	0	no	1
5884	GMPS	0	0	1	0	0	0	0	0	no	1
5885	P4HA2	0	0	1	0	0	0	0	0	no	1
5886	NAV2	0	0	1	0	0	0	0	0	no	1
5887	PLOD3	0	0	1	0	0	0	0	0	no	0
5888	LMF2	0	0	1	0	0	0	0	0	no	1
5889	TMEM259	0	0	1	1	0	0	0	0	no	1
5890	LMBRD2	0	0	1	0	0	0	0	0	no	1
5891	B4GALT5	0	0	1	1	0	0	0	0	no	0
5892	PPT2	0	0	1	0	0	0	0	0	no	0
5893	PIGS	0	0	1	0	0	0	0	0	no	0
5894	CHST3	0	0	1	1	0	0	0	0	no	1
5895	SEC22B	0	0	1	1	0	0	0	0	no	0
5896	MINPP1	0	0	1	0	0	0	0	0	no	0
5897	HS2ST1	0	0	1	1	0	0	0	0	no	1
5898	TMEM94	0	0	1	1	0	0	0	0	no	1
5899	EFCAB14	0	0	1	1	0	0	0	0	no	1
5900	FAM20B	0	0	1	1	0	0	0	0	no	1
5901	DMTF1	0	0	1	0	0	0	0	0	no	1
5902	TM9SF4	0	0	0	1	0	0	0	0	no	1
5903	WDR83OS	0	0	0	1	0	0	0	0	no	1
5904	FIS1	0	0	0	1	0	0	0	0	no	1
5905	SFXN3	0	0	0	1	0	0	0	0	no	1
5906	B3GAT2	0	0	0	1	0	0	0	0	no	0
5907	SLC35D1	0	0	0	1	0	0	0	0	no	0
5908	TMEM214	0	0	0	1	0	0	0	0	no	1
5909	SCO2	0	0	0	1	0	0	0	0	no	1
5910	CCDC90B	0	0	0	1	0	0	0	0	no	1
5911	RNF167	0	0	0	1	0	0	0	0	no	1
5912	TTC39A	0	0	0	1	0	0	0	0	no	1
5913	MAU2	0	0	0	1	0	0	0	0	no	1
5914	OSGEPL1	0	0	0	1	0	0	0	0	no	1
5915	USO1	0	0	0	1	0	0	0	0	no	1
5916	UGT2B10	0	0	0	1	0	0	0	0	no	0
5917	KIAA1549L	0	0	0	1	0	0	0	0	no	1
5918	TEX14	0	0	0	1	0	0	0	1	YES	0
5919	SLC27A3	0	0	0	1	0	0	0	0	no	1
5920	TMEM237	0	0	0	1	0	0	0	0	no	0
5921	VPS8	0	0	0	1	0	0	0	1	YES	0
5922	EXOG	0	0	0	1	1	0	0	0	no	0
5923	XKR6	0	0	0	1	0	0	0	0	no	1
5924	SEC61A2	0	0	0	1	0	0	0	0	no	0
5925	FAM35A	0	0	0	1	0	0	0	0	no	1
5926	COL8A2	0	0	0	1	0	0	0	0	no	1
5927	ACOX2	0	0	0	1	0	0	0	0	no	1
5928	METTL5	0	0	0	1	0	0	0	0	no	1
5929	ASTN2	0	0	0	1	0	0	1	0	no	1
5930	PAQR4	0	0	0	1	1	0	0	0	no	1
5931	TMCC2	0	0	0	1	0	0	0	0	no	0
5932	EMC10	0	0	0	1	0	0	0	0	no	0
5933	C8orf34	0	0	0	1	0	0	0	0	no	1
5934	STARD3	0	0	0	1	0	0	0	0	no	0
5935	NEMP2	0	0	0	1	0	0	0	0	no	1
5936	MS4A4A	0	0	0	1	0	0	0	0	no	0
5937	CARM1	0	0	0	1	0	0	0	0	no	1
5938	TBC1D2	0	0	0	1	0	0	0	0	no	1
5939	GDAP1L1	0	0	0	1	0	0	0	0	no	1
5940	PTCHD4	0	0	0	1	0	0	0	1	YES	0
5941	LRRC66	0	0	0	1	0	0	0	0	no	0
5942	TRPC4	0	0	0	1	1	1	1	0	no	0
5943	SEZ6L	0	0	0	1	0	0	0	0	no	1
5944	MCOLN3	0	0	0	1	0	0	1	0	no	1
5945	NKX2-3	0	0	0	1	0	0	0	0	no	1
5946	DPAGT1	0	0	0	1	0	0	0	0	no	0
5947	PRPF40A	0	0	0	1	0	0	0	0	no	1
5948	RNF19B	0	0	0	1	0	0	0	0	no	1
5949	PQLC1	0	0	0	1	0	0	0	0	no	1
5950	CYP2D6	0	0	0	1	0	0	0	0	no	1
5951	DUSP27	0	0	0	1	0	0	0	0	no	1
5952	ILF2	0	0	0	1	0	0	0	0	no	1
5953	KMO	0	0	0	1	0	0	0	0	no	0
5954	ERMARD	0	0	0	1	0	0	0	0	no	1
5955	STUM	0	0	0	1	0	0	0	0	no	1
5956	SYT14	0	0	0	1	0	0	0	0	no	1
5957	TMEM242	0	0	0	1	0	0	0	0	no	0
5958	PIGC	0	0	0	1	0	0	0	0	no	0
5959	MGST3	0	0	0	1	0	0	0	0	no	1
5960	PIGM	0	0	0	1	0	0	0	0	no	0
5961	TDRKH	0	0	0	1	0	0	0	0	no	1
5962	DDO	0	0	0	1	0	0	0	0	no	1
5963	NBPF20	0	0	0	1	0	0	0	0	no	1
5964	HSD3B2	0	0	0	1	0	0	0	0	no	0
5965	WNT2B	0	0	0	1	0	0	0	0	no	1
5966	SORCS3	0	0	0	1	0	0	0	0	no	0
5967	CLCC1	0	0	0	1	0	0	0	0	no	1
5968	SSR4	0	0	0	1	0	0	0	0	no	0
5969	NDUFB8	0	0	0	1	0	0	0	0	no	1
5970	OPN5	0	0	0	1	0	1	0	0	no	0
5971	CYP4A22	0	0	0	1	0	0	0	0	no	0
5972	ANKRD22	0	0	0	1	0	0	0	0	no	1
5973	STKLD1	0	0	0	1	0	0	0	0	no	0
5974	TMEM69	0	0	0	1	0	0	0	0	no	1
5975	ST3GAL3	0	0	0	1	0	0	0	0	no	0
5976	SAYSD1	0	0	0	1	0	0	0	0	no	1
5977	TMEM35B	0	0	0	1	0	0	0	0	no	1
5978	TMEM268	0	0	0	1	0	0	0	1	YES	0
5979	SPAG4	0	0	0	1	0	0	0	0	no	0
5980	TAPBP	0	0	0	1	0	0	0	0	no	0
5981	SLC39A7	0	0	0	1	0	0	0	0	no	1
5982	TEX10	0	0	0	1	0	0	0	0	no	0
5983	C6orf10	0	0	0	1	0	0	0	0	no	0
5984	TMCO4	0	0	0	1	0	0	0	0	no	1
5985	LYZL2	0	0	0	1	0	0	0	0	no	0
5986	ATP11A	0	0	0	1	0	0	1	0	no	1
5987	ACBD5	0	0	0	1	0	0	0	0	no	1
5988	YME1L1	0	0	0	1	0	0	0	0	no	1
5989	UBAC2	0	0	0	1	0	0	0	0	no	1
5990	SLC35A2	0	0	0	1	0	0	0	0	no	1
5991	OR12D2	0	0	0	1	0	0	0	0	no	0
5992	RRBP1	0	0	0	1	0	0	0	0	no	1
5993	EBPL	0	0	0	1	0	0	0	0	no	1
5994	TM6SF1	0	0	0	1	0	0	0	0	no	0
5995	HBG2	0	0	0	1	0	0	0	0	no	1
5996	TTC39B	0	0	0	1	0	0	0	0	no	1
5997	PNPLA4	0	0	0	1	0	0	0	0	no	0
5998	TMEM165	0	0	0	1	0	0	0	0	no	1
5999	RBM47	0	0	0	1	0	0	0	0	no	1
6000	TMEM41A	0	0	0	1	0	0	0	0	no	1
6001	RNF215	0	0	0	1	0	0	0	0	no	1
6002	SMIM24	0	0	0	1	0	0	0	0	no	1
6003	CYP4F3	0	0	0	1	0	0	0	0	no	0
6004	FAM162A	0	0	0	1	0	0	0	0	no	1
6005	PNPLA8	0	0	0	1	0	0	0	0	no	1
6006	RHBDF1	0	0	0	1	0	0	0	0	no	1
6007	SLC10A3	0	0	0	1	0	0	0	0	no	1
6008	RNF185	0	0	0	1	0	0	0	0	no	0
6009	ALG10	0	0	0	1	0	0	0	0	no	1
6010	SERPINB13	0	0	0	1	0	0	0	0	no	1
6011	SIK1	0	0	0	1	0	0	0	0	no	1
6012	LNPK	0	0	0	1	0	0	0	0	no	1
6013	MAP4K4	0	0	0	1	0	0	0	0	no	0
6014	PKD2L2	0	0	0	1	0	0	0	1	YES	0
6015	TMEM190	0	0	0	1	0	0	0	0	no	0
6016	LRRC53	0	0	0	1	0	0	0	0	no	0
6017	PIGX	0	0	0	1	0	0	0	0	no	1
6018	TMEM184C	0	0	0	1	0	0	0	0	no	1
6019	PEX11A	0	0	0	1	0	0	0	0	no	0
6020	VWCE	0	0	0	1	0	0	0	0	no	1
6021	ROBO4	0	0	0	1	0	0	0	1	YES	0
6022	KDSR	0	0	0	1	0	0	0	0	no	0
6023	USP9X	0	0	0	1	0	0	0	0	no	1
6024	ELMOD3	0	0	0	1	0	0	0	0	no	1
6025	ZEB1	0	0	0	1	0	0	0	0	no	1
6026	ST5	0	0	0	1	0	0	0	0	no	1
6027	DUOXA2	0	0	0	1	0	0	0	0	no	0
6028	ARSJ	0	0	0	1	0	0	0	0	no	1
6029	NEU4	0	0	0	1	0	0	0	0	no	0
6030	LMBR1	0	0	0	1	1	0	0	0	no	1
6031	ADGRF4	0	0	0	1	0	0	0	0	no	1
6032	SERPINA7	0	0	0	1	0	0	0	0	no	0
6033	IMMP2L	0	0	0	1	0	0	0	0	no	1
6034	C11orf87	0	0	0	1	0	0	0	0	no	0
6035	MGAT1	0	0	0	1	0	0	0	0	no	0
6036	APOL4	0	0	0	1	0	0	0	0	no	1
6037	MS4A15	0	0	0	1	0	0	0	0	no	0
6038	CYP3A5	0	0	0	1	0	0	0	0	no	1
6039	MROH7	0	0	0	1	0	0	0	0	no	0
6040	C1orf162	0	0	0	1	0	0	0	0	no	0
6041	SUSD4	0	0	0	1	0	0	0	0	no	1
6042	GALNT15	0	0	0	1	0	0	0	0	no	1
6043	SLC25A40	0	0	0	1	0	0	0	0	no	0
6044	ATRNL1	0	0	0	1	0	0	0	0	no	1
6045	GTF3C1	0	0	0	1	0	0	0	0	no	1
6046	MPV17	0	0	0	1	0	0	0	0	no	0
6047	MPDU1	0	0	0	1	0	0	0	0	no	1
6048	MT-ND4L	0	0	0	1	0	0	0	0	no	1
6049	TOMM20	0	0	0	1	0	0	0	0	no	1
6050	TTC13	0	0	0	1	0	0	0	0	no	1
6051	AGPAT4	0	0	0	1	0	0	0	0	no	1
6052	TEDDM1	0	0	0	1	0	0	0	0	no	0
6053	AIG1	0	0	0	1	0	0	0	0	no	1
6054	SCYL3	0	0	0	1	0	0	0	0	no	1
6055	FCRLA	0	0	0	1	0	0	0	0	no	0
6056	BNIP3	0	0	0	1	1	0	0	0	no	1
6057	SFXN4	0	0	0	1	0	0	0	0	no	1
6058	PNCK	0	0	0	1	0	0	0	1	YES	0
6059	ABCD3	0	0	0	1	0	0	0	0	no	1
6060	SLC17A9	0	0	0	1	0	0	0	0	no	1
6061	GLYATL3	0	0	0	1	0	0	0	0	no	0
6062	TMEM189	0	0	0	1	0	0	0	0	no	1
6063	SURF1	0	0	0	1	0	0	0	0	no	0
6064	LRIT1	0	0	0	1	0	0	0	0	no	0
6065	GHITM	0	0	0	1	0	0	0	0	no	1
6066	TMEM53	0	0	0	1	0	0	0	0	no	1
6067	PLPP7	0	0	0	1	0	0	0	0	no	1
6068	TMEM254	0	0	0	1	0	0	0	1	YES	0
6069	UBR2	0	0	0	1	0	0	0	1	YES	0
6070	PSMD1	0	0	0	1	0	0	0	0	no	1
6071	CISD1	0	0	0	1	0	0	0	0	no	1
6072	MAN1C1	0	0	0	1	0	0	0	0	no	1
6073	NIPAL3	0	0	0	1	0	0	0	0	no	1
6074	TMEM38B	0	0	0	1	0	0	0	0	no	0
6075	GALNT12	0	0	0	1	0	0	0	0	no	0
6076	RNF5	0	0	0	1	1	0	1	0	no	1
6077	DCAF17	0	0	0	1	0	0	0	0	no	1
6078	PRAF2	0	0	0	1	0	0	0	0	no	1
6079	FRMD3	0	0	0	1	0	0	0	1	YES	0
6080	OTUD5	0	0	0	1	0	0	0	0	no	1
6081	KIAA2013	0	0	0	1	0	0	0	0	no	1
6082	UBIAD1	0	0	0	1	0	0	0	0	no	1
6083	ST8SIA6	0	0	0	1	0	0	0	0	no	1
6084	MMEL1	0	0	0	1	0	0	0	0	no	0
6085	GLIPR1L2	0	0	0	1	0	0	0	0	no	0
6086	LHFPL6	0	0	0	1	0	0	0	0	no	1
6087	GCNT2	0	0	0	1	0	0	0	0	no	1
6088	ADAM33	0	0	0	1	0	0	0	1	YES	0
6089	ELN	0	0	0	1	0	0	0	1	YES	0
6090	PNPLA5	0	0	0	1	0	0	0	0	no	0
6091	ST8SIA1	0	0	0	1	0	0	0	0	no	0
6092	BET1L	0	0	0	1	0	0	0	0	no	1
6093	CRELD1	0	0	0	1	0	0	0	0	no	1
6094	STARD3NL	0	0	0	1	0	0	0	0	no	1
6095	RHBDD3	0	0	0	1	0	0	0	0	no	1
6096	STX10	0	0	0	1	0	0	0	0	no	1
6097	DERL1	0	0	0	1	0	0	0	0	no	1
6098	JKAMP	0	0	0	1	0	0	0	0	no	1
6099	MARK4	0	0	0	1	0	0	0	0	no	1
6100	SRD5A1	0	0	0	1	0	0	0	0	no	0
6101	TMEM263	0	0	0	1	0	0	0	0	no	0
6102	ATP5MC3	0	0	0	1	0	0	0	0	no	0
6103	NUP205	0	0	0	1	0	0	0	0	no	0
6104	LHFPL4	0	0	0	1	0	0	0	0	no	1
6105	AGPAT3	0	0	0	1	0	0	0	0	no	0
6106	MAP1A	0	0	0	1	1	0	0	0	no	1
6107	DCLK2	0	0	0	1	0	0	0	0	no	0
6108	TMEM192	0	0	0	1	0	0	0	0	no	1
6109	CHST2	0	0	0	1	0	0	0	0	no	1
6110	CYB561D1	0	0	0	1	0	0	0	0	no	0
6111	SPEG	0	0	0	1	0	0	0	0	no	1
6112	MS4A10	0	0	0	1	0	0	0	0	no	0
6113	RRP12	0	0	0	1	0	0	0	0	no	1
6114	TMIE	0	0	0	1	0	0	0	0	no	1
6115	GRAMD1B	0	0	0	1	0	0	0	0	no	1
6116	MPPE1	0	0	0	1	0	0	0	0	no	1
6117	EML1	0	0	0	1	0	0	0	0	no	0
6118	SPEM2	0	0	0	1	0	0	0	0	no	0
6119	GSG1	0	0	0	1	0	0	0	0	no	0
6120	ZFYVE27	0	0	0	1	0	0	0	0	no	1
6121	TBXAS1	0	0	0	1	0	0	0	0	no	1
6122	AGMO	0	0	0	1	0	0	0	0	no	1
6123	TMTC4	0	0	0	1	0	0	0	0	no	1
6124	FOCAD	0	0	0	1	0	0	0	0	no	1
6125	TMEM120B	0	0	0	1	0	0	0	0	no	1
6126	ZDHHC3	0	0	0	1	0	0	0	0	no	1
6127	TBC1D20	0	0	0	1	0	0	0	0	no	0
6128	TTC3	0	0	0	1	0	0	0	0	no	1
6129	GPAA1	0	0	0	1	0	0	0	0	no	0
6130	TTC30A	0	0	0	1	0	0	0	0	no	1
6131	ORAI2	0	0	0	1	0	0	0	0	no	1
6132	PLN	0	0	0	1	0	0	0	0	no	0
6133	SIRPB2	0	0	0	1	0	0	0	0	no	1
6134	VKORC1L1	0	0	0	1	0	0	0	0	no	1
6135	CNIH4	0	0	0	1	0	0	0	0	no	0
6136	RNASEL	0	0	0	1	0	0	0	0	no	1
6137	C1orf43	0	0	0	1	0	0	0	0	no	0
6138	FAM162B	0	0	0	1	0	0	0	0	no	0
6139	NUP210L	0	0	0	1	0	0	0	0	no	1
6140	HSD3B1	0	0	0	1	0	0	0	0	no	0
6141	SLC22A15	0	0	0	1	0	1	0	0	no	0
6142	ST7L	0	0	0	1	0	0	0	0	no	1
6143	ATP5MD	0	0	0	1	0	0	0	0	no	1
6144	EMD	0	0	0	1	1	0	0	0	no	1
6145	WBP1L	0	0	0	1	0	0	0	0	no	1
6146	TMEM187	0	0	0	1	0	0	0	0	no	1
6147	PRPF38B	0	0	0	1	0	0	0	0	no	0
6148	FAM69A	0	0	0	1	0	0	0	0	no	1
6149	MAGEA10	0	0	0	1	0	0	0	0	no	1
6150	PRRG3	0	0	0	1	0	0	0	0	no	0
6151	VMA21	0	0	0	1	0	0	0	0	no	0
6152	KHDC1	0	0	0	1	0	0	0	0	no	1
6153	HS6ST2	0	0	0	1	0	0	0	0	no	1
6154	SLC25A27	0	0	0	1	0	0	0	0	no	1
6155	TMEM255A	0	0	0	1	0	0	0	0	no	1
6156	PTPN1	0	0	0	1	0	0	1	0	no	1
6157	SLC35C2	0	0	0	1	0	0	0	0	no	1
6158	FIBCD1	0	0	0	1	0	0	0	0	no	1
6159	ELOVL1	0	0	0	1	0	0	0	0	no	1
6160	ZDHHC12	0	0	0	1	0	0	0	0	no	1
6161	RBPJL	0	0	0	1	0	0	0	0	no	0
6162	RABGAP1	0	0	0	1	0	0	0	0	no	1
6163	STX12	0	0	0	1	1	0	0	0	no	1
6164	ROMO1	0	0	0	1	0	0	0	0	no	0
6165	ERCC6	0	0	0	1	0	0	0	0	no	1
6166	ZDHHC18	0	0	0	1	0	0	0	0	no	1
6167	C10orf128	0	0	0	1	0	0	0	0	no	0
6168	CXorf65	0	0	0	1	0	0	0	0	no	0
6169	EXTL1	0	0	0	1	0	0	0	0	no	0
6170	TMEM50A	0	0	0	1	0	0	0	1	YES	0
6171	MAGED2	0	0	0	1	0	0	0	0	no	1
6172	VARS	0	0	0	1	0	0	0	0	no	1
6173	TLE1	0	0	0	1	0	0	0	0	no	1
6174	C9orf57	0	0	0	1	0	0	0	0	no	0
6175	CFAP61	0	0	0	1	0	0	0	0	no	0
6176	SPATA31A1	0	0	0	1	0	0	0	0	no	0
6177	OLAH	0	0	0	1	0	0	0	0	no	0
6178	PRDX4	0	0	0	1	0	0	0	0	no	1
6179	TMEM170B	0	0	0	1	0	0	0	0	no	1
6180	NOL6	0	0	0	1	0	0	0	0	no	1
6181	TMEM14B	0	0	0	1	0	0	0	0	no	0
6182	NDUFB6	0	0	0	1	0	0	0	0	no	1
6183	LINGO2	0	0	0	1	0	0	0	0	no	0
6184	RFESD	0	0	0	1	0	0	0	0	no	1
6185	PKMYT1	0	0	0	1	0	0	0	0	no	1
6186	TIMM21	0	0	0	1	0	0	0	0	no	1
6187	TBC1D12	0	0	0	1	0	0	0	0	no	1
6188	B4GALT6	0	0	0	1	0	0	0	0	no	0
6189	ORMDL2	0	0	0	1	0	0	0	0	no	1
6190	KIAA1468	0	0	0	1	0	0	0	0	no	1
6191	USP30	0	0	0	1	0	0	0	0	no	0
6192	DRAM1	0	0	0	1	0	0	0	0	no	0
6193	CYP2C9	0	0	0	1	0	0	0	0	no	0
6194	DIRC2	0	0	0	1	0	0	0	0	no	1
6195	TMEM159	0	0	0	1	0	0	0	0	no	1
6196	SPCS2	0	0	0	1	0	0	0	0	no	1
6197	TMEM40	0	0	0	1	0	0	0	0	no	1
6198	SQLE	0	0	0	1	0	0	0	0	no	1
6199	NDUFA9	0	0	0	1	0	0	0	0	no	1
6200	CISD2	0	0	0	1	0	0	0	0	no	1
6201	HSD17B12	0	0	0	1	0	0	0	0	no	0
6202	MPZL3	0	0	0	1	0	0	0	0	no	1
6203	TMBIM4	0	0	0	1	0	0	0	0	no	1
6204	SLC45A1	0	0	0	1	0	0	0	0	no	0
6205	PRRT3	0	0	0	1	0	0	0	1	YES	0
6206	PGRMC2	0	0	0	1	0	0	0	1	YES	0
6207	TMEM174	0	0	0	1	0	0	0	0	no	0
6208	SERINC4	0	0	0	1	0	0	0	0	no	0
6209	SLN	0	0	0	1	0	0	0	0	no	1
6210	ASPHD1	0	0	0	1	0	0	0	0	no	0
6211	GRAMD2A	0	0	0	1	0	0	0	0	no	1
6212	SLC35C1	0	0	0	1	0	0	0	0	no	1
6213	TYMS	0	0	0	1	0	0	0	0	no	0
6214	ANXA2R	0	0	0	1	0	0	0	0	no	1
6215	SLC17A8	0	0	0	1	0	0	0	0	no	0
6216	CACFD1	0	0	0	1	0	0	0	0	no	1
6217	RBM24	0	0	0	1	0	0	0	0	no	1
6218	FAM3A	0	0	0	1	0	0	0	0	no	1
6219	CTDNEP1	0	0	0	1	0	0	0	0	no	1
6220	TMEM39A	0	0	0	1	0	0	0	0	no	1
6221	SPATA31A6	0	0	0	1	0	0	0	0	no	0
6222	UQCR10	0	0	0	1	0	0	0	0	no	0
6223	CYP2U1	0	0	0	1	0	0	0	0	no	1
6224	MKNK1	0	0	0	1	0	0	0	0	no	1
6225	NDUFA4	0	0	0	1	0	0	0	0	no	1
6226	TMEM202	0	0	0	1	0	0	0	0	no	0
6227	RMDN3	0	0	0	1	0	0	0	0	no	1
6228	CMTM5	0	0	0	1	0	0	0	0	no	1
6229	MBOAT7	0	0	0	1	0	0	0	0	no	1
6230	C19orf12	0	0	0	1	0	0	0	0	no	0
6231	RARRES3	0	0	0	1	0	0	0	0	no	0
6232	PEX14	0	0	0	1	0	0	0	0	no	1
6233	ERGIC3	0	0	0	1	0	0	0	0	no	1
6234	STX16	0	0	0	1	0	0	0	0	no	1
6235	TMEM126B	0	0	0	1	0	0	0	0	no	1
6236	TMC3	0	0	0	1	0	0	0	0	no	1
6237	YIF1A	0	0	0	1	0	0	0	0	no	1
6238	SDHAF2	0	0	0	1	0	0	0	0	no	1
6239	SLFN12L	0	0	0	1	0	0	0	0	no	0
6240	KIF26B	0	0	0	1	0	0	0	1	YES	0
6241	COX20	0	0	0	1	0	0	0	0	no	1
6242	LEMD1	0	0	0	1	0	0	0	0	no	1
6243	SOAT1	0	0	0	1	0	0	0	0	no	1
6244	SLAMF9	0	0	0	1	0	0	0	0	no	0
6245	LINGO4	0	0	0	1	0	0	0	0	no	0
6246	SYPL2	0	0	0	1	1	0	0	0	no	1
6247	MFSD14A	0	0	0	1	0	0	0	0	no	1
6248	NSDHL	0	0	0	1	0	0	0	0	no	1
6249	ZDHHC16	0	0	0	1	0	0	0	0	no	1
6250	SRSF11	0	0	0	1	0	0	0	0	no	1
6251	DUSP13	0	0	0	1	0	0	0	0	no	0
6252	ZMPSTE24	0	0	0	1	0	0	0	0	no	1
6253	TSPO2	0	0	0	1	0	0	0	0	no	0
6254	APOOL	0	0	0	1	0	0	0	0	no	1
6255	MTCH1	0	0	0	1	0	0	0	0	no	0
6256	PIGV	0	0	0	1	0	0	0	0	no	1
6257	VSIG4	0	0	0	1	0	0	0	1	YES	0
6258	NRM	0	0	0	1	0	0	0	0	no	1
6259	MLLT10	0	0	0	1	0	0	0	0	no	1
6260	OR5V1	0	0	0	1	0	0	0	0	no	0
6261	PLXDC2	0	0	0	1	0	0	0	0	no	1
6262	DNAJC11	0	0	0	1	0	0	0	0	no	1
6263	EXT1	0	0	0	1	0	0	0	0	no	0
6264	SLC35B4	0	0	0	1	0	0	0	0	no	0
6265	COX7A2L	0	0	0	1	0	0	0	0	no	1
6266	GK	0	0	0	1	0	0	0	0	no	0
6267	SLC35B3	0	0	0	1	0	0	0	0	no	0
6268	CERS5	0	0	0	1	0	0	0	0	no	1
6269	STK35	0	0	0	1	0	0	0	0	no	1
6270	DMRT2	0	0	0	1	0	0	0	0	no	0
6271	KDELR2	0	0	0	1	0	0	0	0	no	0
6272	HACD2	0	0	0	1	0	0	0	0	no	0
6273	ALPK1	0	0	0	1	0	0	0	0	no	1
6274	ASPHD2	0	0	0	1	0	0	0	0	no	0
6275	HNRNPL	0	0	0	1	0	0	0	0	no	1
6276	TMEM14C	0	0	0	1	0	0	0	0	no	0
6277	SERP1	0	0	0	1	0	0	0	0	no	1
6278	RABGAP1L	0	0	0	1	0	0	0	0	no	1
6279	IMMT	0	0	0	1	0	0	0	0	no	1
6280	CCNJL	0	0	0	1	0	0	0	0	no	1
6281	NDST1	0	0	0	1	0	0	0	0	no	0
6282	DPH1	0	0	0	1	0	0	0	0	no	1
6283	DNAJC10	0	0	0	1	0	0	0	0	no	0
6284	SLF1	0	0	0	1	0	0	0	0	no	1
6285	MYRF	0	0	0	1	0	0	0	0	no	1
6286	NUDT7	0	0	0	1	0	0	0	0	no	1
6287	TMEM138	0	0	0	1	0	0	0	0	no	1
6288	SEMA3D	0	0	0	1	0	0	0	1	YES	0
6289	CUX1	0	0	0	1	0	0	0	0	no	1
6290	YDJC	0	0	0	1	0	0	0	0	no	1
6291	TM4SF18	0	0	0	1	0	0	0	0	no	1
6292	NDST3	0	0	0	1	0	0	0	0	no	0
6293	SLC38A8	0	0	0	1	0	0	0	0	no	0
6294	BCL2L1	0	0	0	1	0	0	0	0	no	1
6295	TMEM208	0	0	0	1	0	0	0	0	no	0
6296	TMEM135	0	0	0	1	0	0	0	0	no	1
6297	PHTF2	0	0	0	1	0	0	0	0	no	1
6298	CYP7B1	0	0	0	1	0	0	0	0	no	0
6299	NIPAL4	0	0	0	1	0	0	0	0	no	0
6300	GALNT14	0	0	0	1	0	0	0	0	no	1
6301	TMEM176B	0	0	0	1	0	0	0	1	YES	0
6302	CCNC	0	0	0	1	0	0	0	0	no	1
6303	DNAJC25	0	0	0	1	0	0	0	0	no	1
6304	SLC25A42	0	0	0	1	0	0	0	0	no	1
6305	SLC25A21	0	0	0	1	0	0	0	0	no	0
6306	PPME1	0	0	0	1	0	0	0	0	no	1
